subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	mapping_justification	author_id	confidence	mapping_tool	license	mapping_set_title	mapping_set_version	mapping_set_id
MESH:D008236	Lypressin	skos:exactMatch		CHEBI:6603	Lypressin	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008238	Lysergic Acid Diethylamide	skos:exactMatch		CHEBI:6605	lysergic acid diethylamide	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008239	Lysine	skos:exactMatch		CHEBI:18019	L-lysine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008244	Lysophosphatidylcholines	skos:exactMatch		CHEBI:60479	lysophosphatidylcholine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008246	Lysophospholipids	skos:exactMatch		CHEBI:16961	monoacylglycerol phosphate	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008272	Mafenide	skos:exactMatch		CHEBI:6633	Mafenide	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008274	Magnesium	skos:exactMatch		CHEBI:25107	magnesium atom	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008293	Malates	skos:exactMatch		CHEBI:25115	malate	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008294	Malathion	skos:exactMatch		CHEBI:6651	malathion	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008298	Maleates	skos:exactMatch		CHEBI:132951	maleate	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008300	Maleic Hydrazide	skos:exactMatch		CHEBI:81771	Maleic hydrazide	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008301	Maleimides	skos:exactMatch		CHEBI:55417	maleimides	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008314	Malonates	skos:exactMatch		CHEBI:38083	malonate ester	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008315	Malondialdehyde	skos:exactMatch		CHEBI:566274	malonaldehyde	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008316	Malonyl Coenzyme A	skos:exactMatch		CHEBI:15531	malonyl-CoA	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008320	Maltose	skos:exactMatch		CHEBI:17306	maltose	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008345	Manganese	skos:exactMatch		CHEBI:18291	manganese atom	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008351	Mannans	skos:exactMatch		CHEBI:28808	mannan	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008357	Mannomustine	skos:exactMatch		CHEBI:135296	mannomustine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008358	Mannose	skos:exactMatch		CHEBI:4208	D-mannopyranose	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008362	Mannosides	skos:exactMatch		CHEBI:25169	mannoside	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008376	Maprotiline	skos:exactMatch		CHEBI:6690	Maprotiline	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008454	Mazindol	skos:exactMatch		CHEBI:6702	Mazindol	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008463	Mebendazole	skos:exactMatch		CHEBI:6704	mebendazole	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008464	Mecamylamine	skos:exactMatch		CHEBI:6706	Mecamylamine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008466	Mechlorethamine	skos:exactMatch		CHEBI:28925	mechlorethamine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008468	Meclizine	skos:exactMatch		CHEBI:6709	Meclizine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008469	Meclofenamic Acid	skos:exactMatch		CHEBI:6710	meclofenamic acid	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008472	Medazepam	skos:exactMatch		CHEBI:31807	Medazepam	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008520	Medigoxin	skos:exactMatch		CHEBI:135885	metildigoxin	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008524	Medrogestone	skos:exactMatch		CHEBI:135446	medrogestone	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008528	Mefenamic Acid	skos:exactMatch		CHEBI:6717	mefenamic acid	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008529	Mefruside	skos:exactMatch		CHEBI:31809	Mefruside	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008535	Megestrol	skos:exactMatch		CHEBI:6722	megestrol	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008536	Meglumine	skos:exactMatch		CHEBI:59732	N-methylglucamine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008543	Melanins	skos:exactMatch		CHEBI:89634	Melanin	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008549	Melarsoprol	skos:exactMatch		CHEBI:6729	Melarsoprol	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008552	Melengestrol Acetate	skos:exactMatch		CHEBI:34831	Melengestrol acetate	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008553	Melibiose	skos:exactMatch		CHEBI:28053	melibiose	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008555	Melitten	skos:exactMatch		CHEBI:6736	melittin	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008573	Mendelevium	skos:exactMatch		CHEBI:33395	mendelevium atom	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008614	Meperidine	skos:exactMatch		CHEBI:6754	Meperidine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008615	Mephenesin	skos:exactMatch		CHEBI:94398	1-(2-methylphenyl)glycerol	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008616	Mephentermine	skos:exactMatch		CHEBI:6755	mephentermine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008617	Mephenytoin	skos:exactMatch		CHEBI:6757	mephenytoin	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008618	Mephobarbital	skos:exactMatch		CHEBI:6758	mephobarbital	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008619	Mepivacaine	skos:exactMatch		CHEBI:6759	mepivacaine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008620	Meprobamate	skos:exactMatch		CHEBI:6761	Meprobamate	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008622	Merbromin	skos:exactMatch		CHEBI:6763	merbromin	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008623	Mercaptoethanol	skos:exactMatch		CHEBI:41218	mercaptoethanol	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008625	Tiopronin	skos:exactMatch		CHEBI:32229	Tiopronin	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008626	Mercuribenzoates	skos:exactMatch		CHEBI:25193	mercuribenzoate	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008627	Mercuric Chloride	skos:exactMatch		CHEBI:31823	mercury dichloride	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008628	Mercury	skos:exactMatch		CHEBI:16170	mercury(0)	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008635	Mescaline	skos:exactMatch		CHEBI:28346	mescaline	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008652	Mesoporphyrins	skos:exactMatch		CHEBI:59559	mesoporphyrins	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008653	Mesoridazine	skos:exactMatch		CHEBI:6780	mesoridazine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008655	Mesterolone	skos:exactMatch		CHEBI:135293	mesterolone	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008656	Mestranol	skos:exactMatch		CHEBI:6784	mestranol	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008665	Metalloporphyrins	skos:exactMatch		CHEBI:25216	metalloporphyrin	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008667	Metalloproteins	skos:exactMatch		CHEBI:35134	metalloprotein	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008671	Actinoid Series Elements	skos:exactMatch		CHEBI:33320	actinoid atom	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008672	Metals, Alkali	skos:exactMatch		CHEBI:22314	alkali metal atom	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008673	Metals, Alkaline Earth	skos:exactMatch		CHEBI:22313	alkaline earth metal atom	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008674	Metals, Rare Earth	skos:exactMatch		CHEBI:33321	rare earth metal atom	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008676	Metanephrine	skos:exactMatch		CHEBI:89633	Metanephrine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008680	Metaraminol	skos:exactMatch		CHEBI:6794	metaraminol	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008690	Methacycline	skos:exactMatch		CHEBI:6805	methacycline	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008692	Methadyl Acetate	skos:exactMatch		CHEBI:135491	acetylmethadol	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008695	Methandriol	skos:exactMatch		CHEBI:34834	Methandriol	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008696	Methandrostenolone	skos:exactMatch		CHEBI:6810	Methandrostenolone	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008697	Methane	skos:exactMatch		CHEBI:16183	methane	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008698	Mesylates	skos:exactMatch		CHEBI:48544	methanesulfonates	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008701	Methapyrilene	skos:exactMatch		CHEBI:6820	methapyrilene	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008702	Methaqualone	skos:exactMatch		CHEBI:6821	methaqualone	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008704	Methazolamide	skos:exactMatch		CHEBI:6822	Methazolamide	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008706	Methemoglobin	skos:exactMatch		CHEBI:17423	methemoglobin	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008709	Methenamine	skos:exactMatch		CHEBI:6824	hexamethylenetetramine	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008710	Methenolone	skos:exactMatch		CHEBI:135283	methenolone	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008711	Metergoline	skos:exactMatch		CHEBI:64216	metergoline	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/492ede/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
MESH:D008712	Methicillin	skos:exactMatch		CHEBI:6827	methicillin	semapv:LexicalMatching		0.95	https://github.com/biomappings/biomappings/blob/a80ed2/scripts/import_gilda_mappings.py	https://creativecommons.org/publicdomain/zero/1.0/	Biomappings	0.3.5	https://w3id.org/biopragmatics/biomappings/sssom/biomappings.sssom.tsv
