subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	confidence	mapping_tool
MESH:C000275	3,2,3-tetramine	skos:exactMatch	CHEBI:39476	N,N'-bis(gamma-aminopropyl)diaminoethane	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C409106	13-DEOXYTEDANOLIDE	skos:exactMatch	CHEBI:39535	13-deoxytedanolide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C095773	N-hexadecanoylglycine	skos:exactMatch	CHEBI:39540	N-palmitoylglycine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C031263	12-hydroxylauric acid	skos:exactMatch	CHEBI:39567	12-hydroxydodecanoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C404727	5-amino-1,3,4-thiadiazole-2-sulfonamide	skos:exactMatch	CHEBI:39704	5-amino-1,3,4-thiadiazole-2-sulfonamide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C412233	2'-deoxy-2-fluoroadenosine	skos:exactMatch	CHEBI:39723	2'-deoxy-2-fluoroadenosine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C034064	2-fluoroadenosine	skos:exactMatch	CHEBI:39740	2-fluoroadenosine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C063628	3,4-xylenol	skos:exactMatch	CHEBI:39839	3,4-dimethylphenol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C012070	2,4,6-triaminopyrimidine	skos:exactMatch	CHEBI:39857	2,4,6-triaminopyrimidine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C016514	imidodiphosphoric acid	skos:exactMatch	CHEBI:39873	imidodiphosphonic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C018691	3,4-dimethylaniline	skos:exactMatch	CHEBI:39901	3,4-xylidine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C053603	3-methylpyridine	skos:exactMatch	CHEBI:39922	3-methylpyridine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C025159	3-METHOXYBENZAMIDE	skos:exactMatch	CHEBI:39968	3-methoxybenzamide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C036386	3-methylcytosine	skos:exactMatch	CHEBI:39992	3-methylcytosine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C048567	adenosine 5'-(hexahydrogen pentaphosphate)	skos:exactMatch	CHEBI:40096	adenosine 5'-pentaphosphate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C097719	4-(2-thienyl)butyric acid	skos:exactMatch	CHEBI:40114	4-(2-thienyl)butyric acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C105149	1,4'-bipiperidine	skos:exactMatch	CHEBI:40117	4-(1-piperidino)piperidine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C551257	5-methyl-1H-benzimidazole	skos:exactMatch	CHEBI:40205	5-methylbenzimidazole	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C007300	9H-purine-2,6-diamine	skos:exactMatch	CHEBI:40235	2,6-diaminopurine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C006368	N-acetylglycine	skos:exactMatch	CHEBI:40410	aceturic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C042834	9,10-anthraquinone	skos:exactMatch	CHEBI:40448	9,10-anthraquinone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C108338	cyprodinil	skos:exactMatch	CHEBI:4045	cyprodinil	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C000015	N(alpha)-acetyl-L-arginine	skos:exactMatch	CHEBI:40521	N-acetyl-L-arginine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C013115	9-methyladenine	skos:exactMatch	CHEBI:40526	9-methyladenine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C049062	anthracen-1-amine	skos:exactMatch	CHEBI:40678	1-aminoanthracene	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C051781	ICI-164384	skos:exactMatch	CHEBI:40710	ICI 164384	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C523965	adenosine 5'-methylenediphosphate	skos:exactMatch	CHEBI:40730	alpha,beta-methyleneadenosine 5'-diphosphate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C487557	4-trifluoromethylaniline	skos:exactMatch	CHEBI:40750	4-trifluoromethylaniline	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C004483	1,3-thiazol-2-amine	skos:exactMatch	CHEBI:40782	2-aminothiazole	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C545296	fosetyl	skos:exactMatch	CHEBI:40926	ethyl phosphonate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C452139	doramapimod	skos:exactMatch	CHEBI:40953	BIRB 796	semapv:LexicalMatching		0.9	https://github.com/indralab/panacea_indra/blob/master/panacea_indra/make_ctd_tests.py
MESH:C027494	N,N-bis(2-hydroxyethyl)glycine	skos:exactMatch	CHEBI:40957	N,N-bis(2-hydroxyethyl)glycine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C005618	ecgonine benzoate	skos:exactMatch	CHEBI:41001	benzoylecgonine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C065591	(3S)-3,7-diaminoheptanoic acid	skos:exactMatch	CHEBI:41030	beta-lysine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C034753	5-benzyl-1-(2-hydroxyethoxymethyl)uracil	skos:exactMatch	CHEBI:41037	5-benzylacyclouridine	semapv:LexicalMatching		0.9	https://github.com/indralab/panacea_indra/blob/master/panacea_indra/make_ctd_tests.py
MESH:C531942	bisindolylmaleimide III	skos:exactMatch	CHEBI:41059	bisindolylmaleimide III	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C033286	2,5-bis(4-amidinophenyl)furan	skos:exactMatch	CHEBI:41071	furamidine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C002206	S-benzyl-L-cysteine	skos:exactMatch	CHEBI:41085	S-benzylcysteine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C028372	6-oxouridine 5'-phosphate	skos:exactMatch	CHEBI:41150	1-(5'-phospho-beta-D-ribofuranosyl)barbituric acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C042347	D-erythrulose 4-phosphate	skos:exactMatch	CHEBI:4116	erythrulose 4-phosphate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C006696	BENZHYDROXAMIC ACID	skos:exactMatch	CHEBI:41165	benzohydroxamic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C006787	bombykol	skos:exactMatch	CHEBI:41200	bombykol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C006678	bacteriopheophytin a	skos:exactMatch	CHEBI:41213	bacteriopheophytin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C006723	benzyl benzoate	skos:exactMatch	CHEBI:41237	benzyl benzoate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C026272	bis-tris	skos:exactMatch	CHEBI:41250	Bistris	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C024713	tetradecane	skos:exactMatch	CHEBI:41253	n-tetradecane	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C083014	[(R)-1-L-prolylpyrrolidin-2-yl]boronic acid	skos:exactMatch	CHEBI:41285	1-(2-pyrrolidinylcarbonyl)-2-pyrrolidinylboronic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C007045	cholesterol sulfate	skos:exactMatch	CHEBI:41321	cholesteryl sulfate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C001926	L-canaline	skos:exactMatch	CHEBI:41401	canaline	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C508192	9-beta-D-erythrofuranosyladenine	skos:exactMatch	CHEBI:41421	9-beta-D-erythrofuranosyladenine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C002101	chymostatin	skos:exactMatch	CHEBI:41470	chymostatin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C007184	cytidine 5'-phosphate 2',3'-cyclic phosphate	skos:exactMatch	CHEBI:41473	cyclo-CDP	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C076856	6-(1,3-dihydroxyisobutyl)thymine	skos:exactMatch	CHEBI:41485	5,5'-dihydroxy-4,4'-bitryptamine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C075773	4-phenylbutyric acid	skos:exactMatch	CHEBI:41500	4-phenylbutyric acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C541708	chromopyrrolic acid	skos:exactMatch	CHEBI:41625	chromopyrrolic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C028358	24(S),25-epoxycholesterol	skos:exactMatch	CHEBI:41633	24,25-epoxycholesterol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C100870	S-hydroxy-L-cysteine	skos:exactMatch	CHEBI:41710	cysteinesulfenic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C073669	1-(2-deoxy-beta-D-ribofuranosyl)-4-(3-benzamido)phenylimidazole	skos:exactMatch	CHEBI:41761	1-(2-deoxyribofuranosyl)-4-(3-benzamido)phenylimidazole	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C111178	CGP-3466	skos:exactMatch	CHEBI:41778	dibenzo(b,f)oxepin-10-ylmethyl-methyl-prop-2-ynyl-amine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C030000	DISTAMYCIN A	skos:exactMatch	CHEBI:41958	stallimycin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C037760	diphenylacetic acid	skos:exactMatch	CHEBI:41967	diphenylacetic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C015751	5-chlorosalicylic acid	skos:exactMatch	CHEBI:420128	5-chlorosalicylic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C046049	12-aminododecanoic acid	skos:exactMatch	CHEBI:42025	12-aminododecanoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C002448	1,2-di-[(9Z,12Z)-octadecadienoyl]-sn-glycero-3-phosphocholine	skos:exactMatch	CHEBI:42027	1,2-linoleoylphosphatidylcholine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C513881	2,5-dideoxy-2,5-imino-D-glucitol	skos:exactMatch	CHEBI:42033	2,5-dideoxy-2,5-imino-D-glucitol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C523142	naphthalene-1,6-diol	skos:exactMatch	CHEBI:42040	naphthalene-1,6-diol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C085816	(4R,5S,6S,7R)-4,7-dibenzyl-5,6-dihydroxy-1,3-bis[4-(hydroxymethyl)benzyl]-1,3-diazepan-2-one	skos:exactMatch	CHEBI:42082	DMP 323	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C017704	2,4-Dihydroxybenzoic acid	skos:exactMatch	CHEBI:42094	beta-resorcylic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C066061	Ac-(D)Phe-Pro-boroArg-OH	skos:exactMatch	CHEBI:42142	acetylphenylalanyl-prolyl-boroarginine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C003129	D-pantetheine 4'-phosphate	skos:exactMatch	CHEBI:4222	4'-phosphopantetheine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C024683	1,2-dimethoxyethane	skos:exactMatch	CHEBI:42263	1,2-dimethoxyethane	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C040505	5-deazafolic acid	skos:exactMatch	CHEBI:42273	5-deazafolic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C032284	beta-D-fructopyranose 1-phosphate	skos:exactMatch	CHEBI:42320	fructose-1-phosphate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C034550	formycin A	skos:exactMatch	CHEBI:42452	formycin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C525486	flavone	skos:exactMatch	CHEBI:42491	2-phenylchromone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C021683	formycin A 5'-monophosphate	skos:exactMatch	CHEBI:42506	formycin 5'-phosphate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C095178	3-(5-fluorouracil-1-yl)-L-alanine	skos:exactMatch	CHEBI:42549	5-fluorowillardiine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C017875	fisetin	skos:exactMatch	CHEBI:42567	fisetin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C109267	4-(trifluoromethyl)phenol	skos:exactMatch	CHEBI:42578	4-trifluoromethylphenol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C407763	formycin B	skos:exactMatch	CHEBI:42654	laurusin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C044855	3-aminobenzoic acid	skos:exactMatch	CHEBI:42682	3-aminobenzoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C012980	fluoridophosphate	skos:exactMatch	CHEBI:42699	fluorophosphate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C510377	6-(3,5-dimethylbenzyl)-1-(ethoxymethyl)-5-isopropyluracil	skos:exactMatch	CHEBI:42702	6-(3,5-dimethylbenzyl)-1-(ethoxymethyl)-5-isopropyluracil	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C010680	geneticin	skos:exactMatch	CHEBI:42768	antibiotic G 418	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C048938	L-idopyranose 6-monomycolate	skos:exactMatch	CHEBI:42782	glucose mycolate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C513439	3'-amino-3'-deoxy-N(6),N(6)-dimethyladenosine	skos:exactMatch	CHEBI:42839	3'-amino-3'-deoxy-N(6),N(6)-dimethyladenosine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C092018	glycoluril	skos:exactMatch	CHEBI:42946	glycoluril	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C037739	methyl 4-aminobutanoate	skos:exactMatch	CHEBI:42955	4-aminobutyric acid methyl ester	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C062615	L-glycero-alpha-D-manno-heptopyranose	skos:exactMatch	CHEBI:42976	glycero-alpha-manno-heptopyranose	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C001328	HEDAMYCIN	skos:exactMatch	CHEBI:43005	hedamycin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C582734	(S)-3-phenyllactic acid	skos:exactMatch	CHEBI:43065	alpha-hydroxy-beta-phenylpropionic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C029604	N-hydroxyguanidine	skos:exactMatch	CHEBI:43089	hydroxyguanidine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C113826	dalfopristin	skos:exactMatch	CHEBI:4309	dalfopristin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C014328	L-homophenylalanine	skos:exactMatch	CHEBI:43103	2-amino-4-phenylbutyric acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C018499	Damascenine	skos:exactMatch	CHEBI:4311	damascenine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C014499	Daminozide	skos:exactMatch	CHEBI:4312	daminozide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C059780	(6R)-L-erythro-6,7-dihydrobiopterin	skos:exactMatch	CHEBI:43120	4a-carbinolamine tetrahydrobiopterin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C031319	2,2'-dithiodiethanol	skos:exactMatch	CHEBI:43136	2-hydroxyethyl disulfide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C069088	hexadecane-1-sulfonyl fluoride	skos:exactMatch	CHEBI:43275	hexadecanesulfonyl fluoride	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C057812	indoline	skos:exactMatch	CHEBI:43295	indoline	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C533875	3-HYDROXYQUINALDIC ACID	skos:exactMatch	CHEBI:43310	3-hydroxyquinaldic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C058137	1,4-dideoxy-1,4-iminoribitol	skos:exactMatch	CHEBI:43317	1,4-dideoxy-1,4-iminoarabinitol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C017179	debromoaplysiatoxin	skos:exactMatch	CHEBI:4344	debromoaplysiatoxin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C010466	hydrogen iodide	skos:exactMatch	CHEBI:43451	hydroiodic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C024267	2-isopropyl-3-methoxypyrazine	skos:exactMatch	CHEBI:43452	2-isopropyl-3-methoxypyrazine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C025313	(2R,3S)-3-isopropylmalic acid	skos:exactMatch	CHEBI:43468	beta-isopropylmalate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C510902	dioxouranium(2+)	skos:exactMatch	CHEBI:43515	dioxouranium(VI)	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C053177	N-[2-(methylamino)ethyl]isoquinoline-5-sulfonamide	skos:exactMatch	CHEBI:43561	N-(2-(methylamino)ethyl)-5-isoquinolinesulfonamide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C015292	3-(1H-indol-3-yl)propanoic acid	skos:exactMatch	CHEBI:43580	indolepropionic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C047321	K-252a	skos:exactMatch	CHEBI:43616	SF 2370	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C474021	indirubin-3'-monoxime	skos:exactMatch	CHEBI:43645	indirubin-3'-monoxime	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C017183	Dehydromyodesmone	skos:exactMatch	CHEBI:4367	dehydromyodesmone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C025371	isopentylamine	skos:exactMatch	CHEBI:43689	isoamylamine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C000602910	Dehydrotremetone	skos:exactMatch	CHEBI:4371	dehydrotremetone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C017205	pyrimidine-2,4-diamine	skos:exactMatch	CHEBI:43745	2,4-diaminopyrimidine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C119644	deltaline	skos:exactMatch	CHEBI:4387	eldeline	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C016347	Deltonin	skos:exactMatch	CHEBI:4389	deltonin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C099419	5-O-[8-(cis-2,6-dimethylmorpholino)octylcarbamoyl]eseroline	skos:exactMatch	CHEBI:43927	MF 268	semapv:LexicalMatching		0.9	https://github.com/indralab/panacea_indra/blob/master/panacea_indra/make_ctd_tests.py
MESH:C020184	2,2'-[(2-amino-2-oxoethyl)imino]diacetic acid	skos:exactMatch	CHEBI:43960	N-(2-acetamido)iminodiacetic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C450171	Demethylisoalangiside	skos:exactMatch	CHEBI:4397	demethylisoalangiside	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C037646	trifluoro-L-methionine	skos:exactMatch	CHEBI:43978	trifluoromethionine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C013098	malonamic acid	skos:exactMatch	CHEBI:43991	malonamic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C018926	N(6),N(6)-dimethyl-L-lysine	skos:exactMatch	CHEBI:43997	epsilon N-dimethyllysine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C002077	Dendrobine	skos:exactMatch	CHEBI:4400	dendrobine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C034767	Denudatine	skos:exactMatch	CHEBI:4402	denudatine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C014475	molybdopterin	skos:exactMatch	CHEBI:44074	DTPP	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C030365	methyl L-leucinate	skos:exactMatch	CHEBI:44075	leucine methyl ester	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C065420	N-methylmesoporphyrin	skos:exactMatch	CHEBI:44085	N-methylmesoporphyrin IX	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C528427	Deoxyelephantopin	skos:exactMatch	CHEBI:4409	deoxyelephantopin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C008550	3-(N-morpholino)propanesulfonic acid	skos:exactMatch	CHEBI:44115	morpholinopropane sulfonic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C014224	tiamulin	skos:exactMatch	CHEBI:44137	tiamulin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C044416	Deoxylapachol	skos:exactMatch	CHEBI:4414	deoxylapachol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C053848	1-aminocyclopropylphosphonate(1-)	skos:exactMatch	CHEBI:44158	1-aminocyclopropanephosphonate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C008462	isocyanomethane	skos:exactMatch	CHEBI:44177	methylisonitrile	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C053761	butylbenzene	skos:exactMatch	CHEBI:44194	n-butylbenzene	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C065565	N-butylbenzenesulfonamide	skos:exactMatch	CHEBI:44237	N-butylbenzenesulfonamide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C013147	(15Z)-tetracosenoic acid	skos:exactMatch	CHEBI:44247	nervonic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C102728	nicotinamide guanine dinucleotide	skos:exactMatch	CHEBI:44264	nicotinamide guanine dinucleotide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C010908	Deoxynupharidine	skos:exactMatch	CHEBI:4427	deoxynupharidine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C025696	Deoxyvasicinone	skos:exactMatch	CHEBI:4435	2,3-trimethylene-4-quinazolone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C024640	fosmidomycin	skos:exactMatch	CHEBI:443725	fosmidomycin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C002352	N-methyl urea	skos:exactMatch	CHEBI:44383	methylurea	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C476809	Desacetoxymatricarin	skos:exactMatch	CHEBI:4441	leucodin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C047034	2-nitrophenyl beta-D-fucoside	skos:exactMatch	CHEBI:44419	2-nitrophenyl-beta-fucoside	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C012655	nimesulide	skos:exactMatch	CHEBI:44445	nimesulide	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C405943	2-(oxaloamino)benzoic acid	skos:exactMatch	CHEBI:44493	2-(oxalylamino)benzoic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:D009621	nogalamycin	skos:exactMatch	CHEBI:44504	Nogalamycin	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C002346	O-methyl-L-threonine	skos:exactMatch	CHEBI:44514	O-methyl threonine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:D010034	methoxy group	skos:exactMatch	CHEBI:44520	Otitis Media with Effusion	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C109860	N-(3-oxododecanoyl)-L-homoserine lactone	skos:exactMatch	CHEBI:44534	N-(3-oxododecanoyl)homoserine lactone	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C013116	4-amino-5-aminomethyl-2-methylpyrimidine	skos:exactMatch	CHEBI:44549	2-methyl-4-amino-5-aminomethylpyrimidine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C509965	N-TRIFLUORO-ACETYL-BETA-D-GLUCOPYRANOSYLAMINE	skos:exactMatch	CHEBI:44560	N-trifluoroacetyl-beta-D-glucopyranosylamine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C018610	1-naphthyloxyacetic acid	skos:exactMatch	CHEBI:44588	1-naphthoxyacetic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C090046	olomoucine	skos:exactMatch	CHEBI:44661	olomoucine	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C087412	phosphonoacetohydroxamic acid	skos:exactMatch	CHEBI:44692	phosphonoacetohydroxamate	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C068082	Dexylosylbenanomicin A	skos:exactMatch	CHEBI:4472	dexylosylbenanomicin A	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C069659	N-(2-aminoethyl)butane-1,4-diamine	skos:exactMatch	CHEBI:44736	N-(2-aminoethyl)-1,4-diaminobutane	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C055293	lutidinic acid	skos:exactMatch	CHEBI:44737	2,4-pyridinedicarboxylic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C436864	oregon green 488	skos:exactMatch	CHEBI:44777	Oregon Green 488 carboxylic acid	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
MESH:C001809	Diacetoxyscirpenol	skos:exactMatch	CHEBI:4478	diacetoxyscirpenol	semapv:LexicalMatching		0.95	generate_chebi_mesh_mappings.py
