# curie_map:
#   HP: http://purl.obolibrary.org/obo/HP_
#   SCTID: http://purl.obolibrary.org/obo/SCTID_
#   MONARCHPROP: https://data.monarchinitiative.org/property/
#   biolink: http://w3id.org/biolink/vocab/
# comment: Work in progress (Updated 2025-02-18). This is the beginning of a mapping file between HPO and SNOMED-CT.
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_set_id: http://w3id.org/sssom/commons/monarch/hpo-snomed.sssom.tsv
# see_also: https://www.snomed.org/news/snomed-and-the-monarch-initiative-collaborate-to-develop-two-way-maps-for-hpo
subject_id	subject_label	subject_category	predicate_id	object_id	object_label	object_category	ext_custom_predicate_id	mapping_justification	ext_comment_tg	ext_comment_sm
HP:0002840	Lymphadenitis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:19471005	Lymphadenitis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002847	Impaired memory B cell generation	biolink:PhenotypicFeature	skos:broadMatch	SCTID:12814002	B lymphocyte disorder (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0002848	Decreased specific anti-polysaccharide antibody level	biolink:PhenotypicFeature	skos:exactMatch	SCTID:234557006	Anti-polysaccharide antibody deficiency (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002849	Absence of lymph node germinal center	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		ok - an appropriate match might be SCTID:76616003 Disorder of lymph node (disorder) --> findingToDisorderBroadMatch
HP:0002865	Medullary thyroid carcinoma	biolink:PhenotypicFeature	skos:exactMatch	SCTID:255032005	Medullary thyroid carcinoma (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002870	Obstructive sleep apnea	biolink:PhenotypicFeature	skos:exactMatch	SCTID:78275009	Obstructive sleep apnea syndrome (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002875	Exertional dyspnea	biolink:PhenotypicFeature	skos:exactMatch	SCTID:60845006	Dyspnea on exertion (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002876	Episodic tachypnea	biolink:PhenotypicFeature	skos:broadMatch	SCTID:271823003	Tachypnea (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0002877	Nocturnal hypoventilation	biolink:PhenotypicFeature	skos:exactMatch	SCTID:443760008	Sleep hypoventilation (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002878	Respiratory failure	biolink:PhenotypicFeature	skos:exactMatch	SCTID:409622000	Respiratory failure (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002882	Sudden episodic apnea	biolink:PhenotypicFeature	skos:broadMatch	SCTID:416945002	Recurrent apnea (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0002884	Hepatoblastoma	biolink:PhenotypicFeature	skos:exactMatch	SCTID:109843000	Hepatoblastoma (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002886	Vagal paraganglioma	biolink:PhenotypicFeature	skos:exactMatch	SCTID:253030004	Glomus vagale tumor (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002888	Ependymoma	biolink:PhenotypicFeature	skos:exactMatch	SCTID:1186904005	Ependymoma (morphologic abnormality)		semapv:findingToFindingExactMatch	semapv:ManualMappingCuration	Secondary mapping: 443643007 | Ependymoma (disorder)	
HP:0002891	Uterine leiomyosarcoma	biolink:PhenotypicFeature	skos:exactMatch	SCTID:447389009	Leiomyosarcoma of uterus (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002895	Papillary thyroid carcinoma	biolink:PhenotypicFeature	skos:exactMatch	SCTID:255029007	Papillary thyroid carcinoma (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002897	Parathyroid adenoma	biolink:PhenotypicFeature	skos:exactMatch	SCTID:128474007	Parathyroid adenoma (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002902	Hyponatremia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:89627008	Hyponatremia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002905	Hyperphosphatemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:20165001	Hyperphosphatemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002907	Microscopic hematuria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:197940006	Microscopic hematuria (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002908	Conjugated hyperbilirubinemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:9326001	Conjugated hyperbilirubinemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002909	Generalized aminoaciduria	biolink:PhenotypicFeature	skos:broadMatch	SCTID:35912001	Aminoaciduria (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0002912	Methylmalonic acidemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:42393006	Methylmalonic acidemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002917	Hypomagnesemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:190855004	Hypomagnesemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002918	Hypermagnesemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:66978005	Hypermagnesemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002922	Increased CSF protein	biolink:PhenotypicFeature	skos:exactMatch	SCTID:167734003	Cerebrospinal fluid protein - increased + (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002925	Elevated circulating thyroid-stimulating hormone concentration	biolink:PhenotypicFeature	skos:exactMatch	SCTID:309080005	Raised thyroid stimulating hormone level (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0002927	Histidinuria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:78311009	Histidine transport defect (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002929	Leydig cell insensitivity to gonadotropin	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0002930	Impaired sensitivity to thyroid hormone	biolink:PhenotypicFeature	skos:exactMatch	SCTID:237559000	Thyroid hormone resistance syndrome (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002932	Aldehyde oxidase deficiency	biolink:PhenotypicFeature	skos:exactMatch	SCTID:124161002	Deficiency of aldehyde oxidase (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002933	Ventral hernia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:414396006	Hernia of anterior abdominal wall (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002959	Impaired Ig class switch recombination	biolink:PhenotypicFeature	skos:broadMatch	SCTID:12814002	B lymphocyte disorder (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0002961	Dysgammaglobulinemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:123782009	Dysgammaglobulinemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0002972	Reduced delayed hypersensitivity	biolink:PhenotypicFeature	skos:broadMatch	SCTID:28031001	Cell-mediated immune reaction (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0003001	Glomus jugular tumor	biolink:PhenotypicFeature	skos:exactMatch	SCTID:32037004	Glomus jugulare tumor (morphologic abnormality)		semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0003003	Colon cancer	biolink:PhenotypicFeature	skos:exactMatch	SCTID:363406005	Malignant neoplasm of colon (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003009	Enhanced neurotoxicity of vincristine	biolink:PhenotypicFeature	skos:exactMatch	SCTID:129663002	Neurotoxicity caused by vincristine (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003073	Hypoalbuminemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:119247004	Hypoalbuminemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003076	Glycosuria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:45154002	Glycosuria (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0003079	Defective DNA repair after ultraviolet radiation damage	biolink:PhenotypicFeature	skos:broadMatch	SCTID:28965003	Deficiency of deoxyribonucleic acid repair (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0003080	Hydroxyprolinuria	biolink:PhenotypicFeature	skos:broadMatch	SCTID:37800003	Disorder of proline AND/OR hydroxyproline metabolism (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0003080	Hydroxyprolinuria	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003108	Hyperglycinuria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:236477004	Glycinuria (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003109	Hyperphosphaturia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:22450000	Hyperphosphaturia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003113	Hypochloremia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:10399008	Hypochloremia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003124	Hypercholesterolemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:13644009	Hypercholesterolemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003126	Low-molecular-weight proteinuria	biolink:PhenotypicFeature	skos:broadMatch	SCTID:29738008	Proteinuria (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0003127	Hypocalciuria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:86353007	Hypocalciuria (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003131	Cystinuria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:85020001	Cystinuria (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003137	Prolinuria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:53124003	Prolinuria (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003138	Increased blood urea nitrogen	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003139	Panhypogammaglobulinemia	biolink:PhenotypicFeature	skos:broadMatch	SCTID:119250001	Hypogammaglobulinemia (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0003140	T-wave inversion in the right precordial leads	biolink:PhenotypicFeature	skos:broadMatch	SCTID:59931005	Inverted T wave (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0003141	Increased LDL cholesterol concentration	biolink:PhenotypicFeature	skos:broadMatch	SCTID:3744001	Hyperlipoproteinemia (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0003142	Excessive purine production	biolink:PhenotypicFeature	skos:broadMatch	SCTID:32612005	Disorder of purine metabolism (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0003146	Hypocholesterolemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:61336008	Hypocholesterolemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003148	Elevated serum acid phosphatase	biolink:PhenotypicFeature	skos:exactMatch	SCTID:166579007	Serum acid phosphatase raised (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0003149	Hyperuricosuria	biolink:PhenotypicFeature	skos:broadMatch	SCTID:49099001	Increased uric acid level (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0003150	Glutaric aciduria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:28987007	Glutaric aciduria (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003153	Cystathioninuria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:13003007	Cystathioninuria (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003159	Hyperoxaluria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:367621000119107	Hyperoxaluria (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003161	4-Hydroxyphenylpyruvic aciduria	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003162	Fasting hypoglycemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:6974005	Fasting hypoglycemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003164	Hypothalamic gonadotropin-releasing hormone deficiency	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003165	Elevated circulating parathyroid hormone level	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003167	Carnosinuria	biolink:PhenotypicFeature	skos:exactMatch	SCTID:410051001	Carnosinuria (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003208	Fingerprint intracellular accumulation of autofluorescent lipopigment storage material	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003209	Decreased pyruvate carboxylase activity	biolink:PhenotypicFeature	skos:exactMatch	SCTID:87694001	Pyruvate carboxylase deficiency (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003210	Decreased methylmalonyl-CoA mutase activity	biolink:PhenotypicFeature	skos:exactMatch	SCTID:124680001	Deficiency of methylmalonyl-coenzyme A mutase (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003214	Prolonged G2 phase of cell cycle	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003216	Generalized amyloid deposition	biolink:PhenotypicFeature	skos:broadMatch	SCTID:68790008	Amyloid deposition (morphologic abnormality)		semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0003217	Hyperglutaminemia	biolink:PhenotypicFeature	skos:broadMatch	SCTID:190724004	Disorder of glutamine metabolism (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0003219	Ethylmalonic aciduria	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003221	Chromosomal breakage induced by crosslinking agents	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003224	Increased cellular sensitivity to UV light	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003226	Rectilinear intracellular accumulation of autofluorescent lipopigment storage material	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003228	Hypernatremia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:771115008	Hypernatremia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003231	Hypertyrosinemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:56595005	Hypertyrosinemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003233	Decreased HDL cholesterol concentration	biolink:PhenotypicFeature	skos:exactMatch	SCTID:190785000	Hypoalphalipoproteinemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003235	Hypermethioninemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:43123004	Hypermethioninemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003238	Hyperpepsinogenemia I	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003240	Increased phosphoribosylpyrophosphate synthetase level	biolink:PhenotypicFeature	skos:exactMatch	SCTID:723454008	Phosphoribosylpyrophosphate synthetase superactivity (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003258	Glyoxalase deficiency	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003259	Elevated circulating creatinine concentration	biolink:PhenotypicFeature	skos:exactMatch	SCTID:166717003	Serum creatinine raised (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0003260	Hydroxyprolinemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:25739007	Hyperhydroxyprolinemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003264	Deficiency of N-acetylglucosamine-1-phosphotransferase	biolink:PhenotypicFeature	skos:exactMatch	SCTID:70199000	I-cell disease (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003265	Neonatal hyperbilirubinemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:281610001	Neonatal hyperbilirubinemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003269	Sudanophilic leukodystrophy	biolink:PhenotypicFeature	skos:exactMatch	SCTID:64855000	Pelizaeus-Merzbacher disease (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003281	Increased circulating ferritin concentration	biolink:PhenotypicFeature	skos:exactMatch	SCTID:390943009	Serum ferritin high (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0003286	Cystathioninemia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:6669004	Cystathioninemia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003288	Mitochondrial propionyl-CoA carboxylase defect	biolink:PhenotypicFeature	skos:broadMatch	SCTID:133791000119107	Mitochondrial metabolism defect (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0003296	Hyperthreoninuria	biolink:PhenotypicFeature	skos:broadMatch	SCTID:190722000	Disorder of threonine metabolism (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0003338	Focal necrosis of right ventricular muscle cells	biolink:PhenotypicFeature	skos:broadMatch	SCTID:52739002	Focal necrosis (morphologic abnormality)		semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0003341	Subepidermal blistering with cleavage in the lamina lucida	biolink:PhenotypicFeature	skos:broadMatch	SCTID:339008	Blister (morphologic abnormality)		semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration	Possibly related to: 721542002 | Acute blistering eruption of skin (disorder)	
HP:0003357	Thymic hormone decreased	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003363	Abdominal situs inversus	biolink:PhenotypicFeature	skos:exactMatch	SCTID:68716001	Situs inversus abdominalis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003376	Steppage gait	biolink:PhenotypicFeature	skos:exactMatch	SCTID:27253007	Foot-drop gait (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0003378	Axonal degeneration/regeneration	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003382	Hypertrophic nerve changes	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003384	Peripheral axonal atrophy	biolink:PhenotypicFeature	skos:broadMatch	SCTID:302226006	Peripheral nerve disease (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0003387	Decreased number of large peripheral myelinated nerve fibers	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003388	Easy fatigability	biolink:PhenotypicFeature	skos:exactMatch	SCTID:248268002	Tires quickly (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0003396	Syringomyelia	biolink:PhenotypicFeature	skos:exactMatch	SCTID:111496009	Syringomyelia (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003397	Generalized hypotonia due to defect at the neuromuscular junction	biolink:PhenotypicFeature	skos:broadMatch	SCTID:398152000	Poor muscle tone (finding)	biolink:PhenotypicFeature	semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0003400	Basal lamina onion bulb formation	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003402	Decreased miniature endplate potentials	biolink:PhenotypicFeature	skos:narrowMatch	SCTID:230678005	Decrease of motor end-plate potential amplitude without acetylcholine receptor deficiency (disorder)	biolink:Disease	semapv:findingToFindingNarrowMatch	semapv:ManualMappingCuration		
HP:0003405	Diffuse axonal swelling	biolink:PhenotypicFeature	skos:broadMatch	SCTID:125389000	Axonal swelling (morphologic abnormality)		semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0003406	Peripheral nerve compression	biolink:PhenotypicFeature	skos:exactMatch	SCTID:45781009	Peripheral nerve entrapment syndrome (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003431	Decreased motor nerve conduction velocity	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003434	Sensory ataxic neuropathy	biolink:PhenotypicFeature	skos:narrowMatch	SCTID:766049000	Acute sensory ataxic neuropathy (disorder)	biolink:Disease	semapv:findingToFindingNarrowMatch	semapv:ManualMappingCuration		
HP:0003436	Prolonged miniature endplate currents	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003438	Absent Achilles reflex	biolink:PhenotypicFeature	skos:exactMatch	SCTID:274818004	Ankle reflex absent (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0003443	Decreased size of nerve terminals	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003447	Axonal loss	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003448	Decreased sensory nerve conduction velocity	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003472	Hypocalcemic tetany	biolink:PhenotypicFeature	skos:exactMatch	SCTID:190869004	Hypocalcemic tetany (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003481	Segmental peripheral demyelination/remyelination	biolink:PhenotypicFeature	skos:broadMatch	SCTID:8723003	Segmental demyelination (morphologic abnormality)		semapv:findingToFindingBroadMatch	semapv:ManualMappingCuration		
HP:0003487	Babinski sign	biolink:PhenotypicFeature	skos:exactMatch	SCTID:366575004	Extensor plantar response finding (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0003489	Acute episodes of neuropathic symptoms	biolink:PhenotypicFeature	skos:broadMatch	SCTID:302226006	Peripheral nerve disease (disorder)	biolink:Disease	semapv:findingToDisorderBroadMatch	semapv:ManualMappingCuration		
HP:0003574	Positive regitine blocking test	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0003759	Hypoplasia of lymphatic vessels	biolink:PhenotypicFeature	skos:exactMatch	SCTID:234113000	Hypoplastic lymph vessel (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration	NOTE: Inconsitency in terminology in SNOMED: top level term refers to 'lymphatic vessel'; lower terms refer to 'lymph vessel'	
HP:0003763	Bruxism	biolink:PhenotypicFeature	skos:exactMatch	SCTID:191983006	Bruxism (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003765	Psoriasiform dermatitis	biolink:PhenotypicFeature	skos:exactMatch	SCTID:52230004	Psoriasiform dermatitis (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003777	Pili torti	biolink:PhenotypicFeature	skos:exactMatch	SCTID:17170005	Pili torti (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0003785	Decreased CSF homovanillic acid	biolink:PhenotypicFeature	skos:exactMatch	sssom:NoTermFound			skos:mappingRelation	semapv:ManualMappingCuration		
HP:0004383	Hypoplastic left heart	biolink:PhenotypicFeature	skos:exactMatch	SCTID:62067003	Hypoplastic left heart syndrome (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004384	Type I truncus arteriosus	biolink:PhenotypicFeature	skos:exactMatch	SCTID:73699003	Common arterial trunk and common origin of pulmonary arteries (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
HP:0004385	Protracted diarrhea	biolink:PhenotypicFeature	skos:exactMatch	SCTID:236077008	Protracted diarrhea (finding)	biolink:PhenotypicFeature	semapv:findingToFindingExactMatch	semapv:ManualMappingCuration		
HP:0004388	Microcolon	biolink:PhenotypicFeature	skos:exactMatch	SCTID:18389004	Microcolon (disorder)	biolink:Disease	semapv:findingToDisorderExactMatch	semapv:ManualMappingCuration		
