# curie_map:
#   APO: http://purl.obolibrary.org/obo/APO_
#   DDPHENO: http://purl.obolibrary.org/obo/DDPHENO_
#   FBcv: http://purl.obolibrary.org/obo/FBcv_
#   FYPO: http://purl.obolibrary.org/obo/FYPO_
#   HP: http://purl.obolibrary.org/obo/HP_
#   MP: http://purl.obolibrary.org/obo/MP_
#   PHIPO: http://purl.obolibrary.org/obo/PHIPO_
#   PLANP: http://purl.obolibrary.org/obo/PLANP_
#   WBPhenotype: http://purl.obolibrary.org/obo/WBPhenotype_
#   XPO: http://purl.obolibrary.org/obo/XPO_
#   ZP: http://purl.obolibrary.org/obo/ZP_
#   obo: http://purl.obolibrary.org/obo/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_description: A manual matching pipeline maintained by the Monarch Initiative.
# mapping_set_id: http://w3id.org/sssom/commons/monarch/upheno-lexical-oak.sssom.tsv
# object_source: obo:mp
# subject_source: obo:hp
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source
MP:0001095	enlarged trigeminal ganglion (MPO)	skos:exactMatch	XPO:0130778	increased size of the gasserian ganglion (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001106	abnormal Schwann cell morphology (MPO)	skos:exactMatch	XPO:0103232	abnormal Schwann cell morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001106	abnormal Schwann cell morphology (MPO)	skos:exactMatch	HP:0033035	Abnormal Schwann cell morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001116	small gonad (MPO)	skos:exactMatch	HP:0000135	Hypogonadism (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001120	abnormal uterus morphology (MPO)	skos:exactMatch	WBPhenotype:0000289	uterus morphology variant (WBP)	semapv:LexicalMatching	obo:mp	obo:wbphenotype
MP:0001120	abnormal uterus morphology (MPO)	skos:exactMatch	HP:0031105	Abnormal uterus morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001121	uterus hypoplasia (MPO)	skos:exactMatch	HP:0000013	Hypoplasia of the uterus (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001125	abnormal oocyte morphology (MPO)	skos:exactMatch	XPO:0101657	abnormal oocyte morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001126	abnormal ovary morphology (MPO)	skos:exactMatch	ZP:0004112	ovary morphology, abnormal (ZPO)	semapv:LexicalMatching	obo:mp	obo:zp
MP:0001126	abnormal ovary morphology (MPO)	skos:exactMatch	HP:0031065	Abnormal ovarian morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001131	abnormal ovarian follicle morphology (MPO)	skos:exactMatch	ZP:0140917	ovarian follicle morphology, abnormal (ZPO)	semapv:LexicalMatching	obo:mp	obo:zp
MP:0001139	abnormal vagina morphology (MPO)	skos:exactMatch	HP:0000142	Abnormal vagina morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001144	vagina atresia (MPO)	skos:exactMatch	HP:0000148	Vaginal atresia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001145	abnormal male reproductive system morphology (MPO)	skos:exactMatch	WBPhenotype:0001306	male reproductive system morphology variant (WBP)	semapv:LexicalMatching	obo:mp	obo:wbphenotype
MP:0001146	abnormal testis morphology (MPO)	skos:exactMatch	WBPhenotype:0001357	male gonad morphology variant (WBP)	semapv:LexicalMatching	obo:mp	obo:wbphenotype
MP:0001146	abnormal testis morphology (MPO)	skos:exactMatch	ZP:0013179	testis morphology, abnormal (ZPO)	semapv:LexicalMatching	obo:mp	obo:zp
MP:0001147	small testis (MPO)	skos:exactMatch	HP:0008734	Decreased testicular size (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001148	enlarged testis (MPO)	skos:exactMatch	XPO:0130039	increased size of the testis (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001148	enlarged testis (MPO)	skos:exactMatch	HP:0000053	Macroorchidism (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001158	abnormal prostate gland morphology (MPO)	skos:exactMatch	HP:0008775	Abnormal prostate morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001175	abnormal lung morphology (MPO)	skos:exactMatch	HP:0002088	Abnormal lung morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001175	abnormal lung morphology (MPO)	skos:exactMatch	XPO:0102932	abnormal lung morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001176	abnormal lung development (MPO)	skos:exactMatch	HP:4000059	Abnormal lung development (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001177	atelectasis (MPO)	skos:exactMatch	HP:0002107	Pneumothorax (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001177	atelectasis (MPO)	skos:exactMatch	HP:0100750	Atelectasis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001178	pulmonary hypoplasia (MPO)	skos:exactMatch	HP:0002089	Pulmonary hypoplasia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001181	absent lungs (MPO)	skos:exactMatch	HP:0005944	Bilateral lung agenesis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001182	lung hemorrhage (MPO)	skos:exactMatch	HP:0040223	Pulmonary hemorrhage (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001186	pigmentation phenotype (MPO)	skos:exactMatch	WBPhenotype:0000521	pigmentation phenotype (WBP)	semapv:LexicalMatching	obo:mp	obo:wbphenotype
MP:0001189	absent skin pigmentation (MPO)	skos:exactMatch	HP:0200098	Absent skin pigmentation (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001190	reddish skin (MPO)	skos:exactMatch	HP:0010783	Erythema (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001192	scaly skin (MPO)	skos:exactMatch	HP:0040189	Scaling skin (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001193	psoriasis (MPO)	skos:exactMatch	HP:0003765	Psoriasiform dermatitis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001199	thin skin (MPO)	skos:exactMatch	HP:0000963	Thin skin (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001200	thick skin (MPO)	skos:exactMatch	HP:0001072	Thickened skin (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001201	translucent skin (MPO)	skos:exactMatch	HP:0010648	Dermal translucency (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001202	skin photosensitivity (MPO)	skos:exactMatch	HP:0000992	Cutaneous photosensitivity (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001208	blistering (MPO)	skos:exactMatch	HP:0200037	Skin vesicle (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001208	blistering (MPO)	skos:exactMatch	HP:0008066	Abnormal blistering of the skin (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001217	absent epidermis (MPO)	skos:exactMatch	XPO:0124833	absent epidermis (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001219	thick epidermis (MPO)	skos:exactMatch	XPO:0103914	increased thickness of the epidermis (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001239	abnormal epidermis stratum granulosum morphology (MPO)	skos:exactMatch	HP:0033806	Abnormal epidermis stratum granulosum morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001242	hyperkeratosis (MPO)	skos:exactMatch	HP:0007543	Epidermal hyperkeratosis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001242	hyperkeratosis (MPO)	skos:exactMatch	HP:0000962	Hyperkeratosis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001243	abnormal dermal layer morphology (MPO)	skos:exactMatch	XPO:0102561	abnormal dermis morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001254	increased body height (MPO)	skos:exactMatch	HP:0000098	Tall stature (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001255	decreased body height (MPO)	skos:exactMatch	HP:0004322	Short stature (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001256	abnormal body length (MPO)	skos:exactMatch	WBPhenotype:0001726	body length variant (WBP)	semapv:LexicalMatching	obo:mp	obo:wbphenotype
MP:0001258	decreased body length (MPO)	skos:exactMatch	XPO:0103579	decreased length of trunk (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001259	abnormal body weight (MPO)	skos:exactMatch	FBcv:0007504	abnormal body weight (DPO)	semapv:LexicalMatching	obo:mp	obo:fbcv
MP:0001261	obese (MPO)	skos:exactMatch	HP:0001513	Obesity (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001262	decreased body weight (MPO)	skos:exactMatch	FBcv:0007506	decreased body weight (DPO)	semapv:LexicalMatching	obo:mp	obo:fbcv
MP:0001263	weight loss (MPO)	skos:exactMatch	HP:0001824	Weight loss (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001264	increased body size (MPO)	skos:exactMatch	FBcv:0007507	increased size (DPO)	semapv:LexicalMatching	obo:mp	obo:fbcv
MP:0001265	decreased body size (MPO)	skos:exactMatch	FBcv:0007508	decreased size (DPO)	semapv:LexicalMatching	obo:mp	obo:fbcv
MP:0001268	barrel chest (MPO)	skos:exactMatch	HP:0001552	Barrel-shaped chest (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001270	distended abdomen (MPO)	skos:exactMatch	HP:0003270	Abdominal distention (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001293	anophthalmia (MPO)	skos:exactMatch	HP:0000528	Anophthalmia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001297	microphthalmia (MPO)	skos:exactMatch	HP:0000568	Microphthalmia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001300	ocular hypertelorism (MPO)	skos:exactMatch	HP:0000316	Hypertelorism (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001303	abnormal lens morphology (MPO)	skos:exactMatch	XPO:0102550	abnormal lens morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001304	cataract (MPO)	skos:exactMatch	HP:0000518	Cataract (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001305	enlarged lens (MPO)	skos:exactMatch	XPO:0129947	increased size of the lens (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001306	small lens (MPO)	skos:exactMatch	HP:0012376	Microphakia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001310	abnormal conjunctiva morphology (MPO)	skos:exactMatch	XPO:0102657	abnormal conjunctiva morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001312	abnormal cornea morphology (MPO)	skos:exactMatch	ZP:0010594	cornea morphology, abnormal (ZPO)	semapv:LexicalMatching	obo:mp	obo:zp
MP:0001314	corneal opacity (MPO)	skos:exactMatch	HP:0007957	Corneal opacity (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001316	corneal scarring (MPO)	skos:exactMatch	HP:0000559	Corneal scarring (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001317	abnormal pupil morphology (MPO)	skos:exactMatch	XPO:0103210	abnormal pupil morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001317	abnormal pupil morphology (MPO)	skos:exactMatch	HP:0000615	Abnormal pupil morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001322	abnormal iris morphology (MPO)	skos:exactMatch	ZP:0010596	iris morphology, abnormal (ZPO)	semapv:LexicalMatching	obo:mp	obo:zp
MP:0001325	abnormal retina morphology (MPO)	skos:exactMatch	ZP:0000048	retina morphology, abnormal (ZPO)	semapv:LexicalMatching	obo:mp	obo:zp
MP:0001325	abnormal retina morphology (MPO)	skos:exactMatch	HP:0007973	Retinal dysplasia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001325	abnormal retina morphology (MPO)	skos:exactMatch	HP:0000479	Abnormal retinal morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001326	retina degeneration (MPO)	skos:exactMatch	HP:0000546	Retinal degeneration (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001330	abnormal optic nerve morphology (MPO)	skos:exactMatch	HP:0001093	Optic nerve dysplasia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001330	abnormal optic nerve morphology (MPO)	skos:exactMatch	XPO:0103142	abnormal optic nerve morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001334	absent optic tract (MPO)	skos:exactMatch	XPO:0126284	absent optic tract (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001337	dry eyes (MPO)	skos:exactMatch	HP:0001097	Keratoconjunctivitis sicca (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001340	abnormal eyelid morphology (MPO)	skos:exactMatch	HP:0000492	Abnormal eyelid morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001341	absent eyelids (MPO)	skos:exactMatch	HP:0011224	Ablepharon (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001344	blepharoptosis (MPO)	skos:exactMatch	HP:0000508	Ptosis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001346	abnormal lacrimal gland morphology (MPO)	skos:exactMatch	HP:0011482	Abnormal lacrimal gland morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001347	absent lacrimal glands (MPO)	skos:exactMatch	HP:0007656	Lacrimal gland aplasia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001349	excessive tearing (MPO)	skos:exactMatch	HP:0009926	Epiphora (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001378	abnormal ejaculation (MPO)	skos:exactMatch	HP:0012875	Abnormal ejaculation (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001389	abnormal eye movement (MPO)	skos:exactMatch	HP:0000496	Abnormality of eye movement (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001392	abnormal locomotor behavior (MPO)	skos:exactMatch	XPO:0131409	abnormal locomotory behavior (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001392	abnormal locomotor behavior (MPO)	skos:exactMatch	FBcv:0000414	abnormal locomotor behavior (DPO)	semapv:LexicalMatching	obo:mp	obo:fbcv
MP:0001393	ataxia (MPO)	skos:exactMatch	HP:0001251	Ataxia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001399	hyperactivity (MPO)	skos:exactMatch	WBPhenotype:0000642	hyperactive (WBP)	semapv:LexicalMatching	obo:mp	obo:wbphenotype
MP:0001399	hyperactivity (MPO)	skos:exactMatch	HP:0000752	Hyperactivity (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001406	abnormal gait (MPO)	skos:exactMatch	HP:0001288	Gait disturbance (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001408	stereotypic behavior (MPO)	skos:exactMatch	HP:0000733	Motor stereotypy (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001422	abnormal drinking behavior (MPO)	skos:exactMatch	HP:0030082	Abnormal drinking behavior (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001426	polydipsia (MPO)	skos:exactMatch	HP:0001959	Polydipsia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001429	dehydration (MPO)	skos:exactMatch	HP:0001944	Dehydration (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001431	abnormal eating behavior (MPO)	skos:exactMatch	WBPhenotype:0000659	feeding behavior variant (WBP)	semapv:LexicalMatching	obo:mp	obo:wbphenotype
MP:0001431	abnormal eating behavior (MPO)	skos:exactMatch	HP:0100738	Abnormal eating behavior (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001431	abnormal eating behavior (MPO)	skos:exactMatch	FBcv:0000419	abnormal feeding behavior (DPO)	semapv:LexicalMatching	obo:mp	obo:fbcv
MP:0001433	polyphagia (MPO)	skos:exactMatch	HP:0002591	Polyphagia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001440	abnormal grooming behavior (MPO)	skos:exactMatch	FBcv:0000420	abnormal grooming behavior (DPO)	semapv:LexicalMatching	obo:mp	obo:fbcv
MP:0001516	abnormal motor coordination/balance (MPO)	skos:exactMatch	HP:0010831	Impaired proprioception (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001527	athetotic walking movements (MPO)	skos:exactMatch	HP:0002305	Athetosis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001544	abnormal cardiovascular system physiology (MPO)	skos:exactMatch	HP:0011025	Abnormal cardiovascular system physiology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001548	hyperlipidemia (MPO)	skos:exactMatch	HP:0003077	Hyperlipidemia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001552	increased circulating triglyceride level (MPO)	skos:exactMatch	HP:0002155	Hypertriglyceridemia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001554	increased circulating free fatty acids level (MPO)	skos:exactMatch	HP:0030781	Increased circulating free fatty acid level (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001559	hyperglycemia (MPO)	skos:exactMatch	HP:0003074	Hyperglycemia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001560	abnormal circulating insulin level (MPO)	skos:exactMatch	HP:0040215	Abnormal circulating insulin level (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001566	increased circulating phosphate level (MPO)	skos:exactMatch	HP:0002905	Hyperphosphatemia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001575	cyanosis (MPO)	skos:exactMatch	HP:0000961	Cyanosis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001577	anemia (MPO)	skos:exactMatch	HP:0001903	Anemia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001585	hemolytic anemia (MPO)	skos:exactMatch	HP:0001878	Hemolytic anemia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001586	abnormal erythrocyte cell number (MPO)	skos:exactMatch	HP:0020058	Abnormal red blood cell count (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001588	abnormal hemoglobin (MPO)	skos:exactMatch	HP:0011902	Abnormal hemoglobin (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001589	abnormal mean corpuscular hemoglobin (MPO)	skos:exactMatch	HP:0025546	Abnormal mean corpuscular hemoglobin concentration (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001596	hypotension (MPO)	skos:exactMatch	HP:0002615	Hypotension (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001598	abnormal blood viscosity (MPO)	skos:exactMatch	ZP:0137427	blood viscosity, abnormal (ZPO)	semapv:LexicalMatching	obo:mp	obo:zp
MP:0001614	abnormal blood vessel morphology (MPO)	skos:exactMatch	HP:0033353	Abnormal blood vessel morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001614	abnormal blood vessel morphology (MPO)	skos:exactMatch	XPO:0101686	abnormal blood vessel morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001627	abnormal cardiac output (MPO)	skos:exactMatch	HP:0033528	Abnormal cardiac output (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001629	abnormal heart rate (MPO)	skos:exactMatch	HP:0011675	Arrhythmia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001629	abnormal heart rate (MPO)	skos:exactMatch	MP:0001636	irregular heartbeat (MPO)	semapv:LexicalMatching	obo:mp	obo:mp
MP:0001634	internal hemorrhage (MPO)	skos:exactMatch	HP:0011029	Internal hemorrhage (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001636	irregular heartbeat (MPO)	skos:exactMatch	MP:0001629	abnormal heart rate (MPO)	semapv:LexicalMatching	obo:mp	obo:mp
MP:0001636	irregular heartbeat (MPO)	skos:exactMatch	HP:0011675	Arrhythmia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001648	abnormal apoptosis (MPO)	skos:exactMatch	WBPhenotype:0000730	apoptosis variant (WBP)	semapv:LexicalMatching	obo:mp	obo:wbphenotype
MP:0001649	abnormal mandibular symphysis morphology (MPO)	skos:exactMatch	HP:3000079	Abnormal mandibular symphysis morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001654	hepatic necrosis (MPO)	skos:exactMatch	HP:0002605	Hepatic necrosis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001661	extended life span (MPO)	skos:exactMatch	WBPhenotype:0000061	extended life span (WBP)	semapv:LexicalMatching	obo:mp	obo:wbphenotype
MP:0001665	chronic diarrhea (MPO)	skos:exactMatch	HP:0002028	Chronic diarrhea (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001676	abnormal apical ectodermal ridge morphology (MPO)	skos:exactMatch	XPO:0102676	abnormal apical ectodermal ridge morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001677	absent apical ectodermal ridge (MPO)	skos:exactMatch	XPO:0103266	absent apical ectodermal ridge (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001683	absent mesoderm (MPO)	skos:exactMatch	XPO:0124815	absent mesoderm (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001684	abnormal axial mesoderm morphology (MPO)	skos:exactMatch	XPO:0102672	abnormal axial mesoderm morphology (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001688	abnormal somite development (MPO)	skos:exactMatch	XPO:0131733	abnormal somitogenesis (XPO)	semapv:LexicalMatching	obo:mp	obo:xpo
MP:0001691	abnormal somite shape (MPO)	skos:exactMatch	ZP:0000013	somite shape, abnormal (ZPO)	semapv:LexicalMatching	obo:mp	obo:zp
MP:0001695	abnormal gastrulation (MPO)	skos:exactMatch	WBPhenotype:0000047	gastrulation variant (WBP)	semapv:LexicalMatching	obo:mp	obo:wbphenotype
MP:0001711	abnormal placenta morphology (MPO)	skos:exactMatch	HP:0100767	Abnormal placenta morphology (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001732	postnatal growth retardation (MPO)	skos:exactMatch	HP:0008897	Postnatal growth retardation (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001732	postnatal growth retardation (MPO)	skos:exactMatch	DDPHENO:0000394	decreased growth rate (DDPHENO)	semapv:LexicalMatching	obo:mp	obo:ddpheno
MP:0001745	increased circulating corticosterone level (MPO)	skos:exactMatch	HP:0032362	Increased circulating corticosterone level (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001750	increased circulating follicle stimulating hormone level (MPO)	skos:exactMatch	HP:0008232	Elevated circulating follicle stimulating hormone level (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001751	increased circulating luteinizing hormone level (MPO)	skos:exactMatch	HP:0011969	Elevated circulating luteinizing hormone level (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001759	increased urine glucose level (MPO)	skos:exactMatch	HP:0003076	Glycosuria (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001762	polyuria (MPO)	skos:exactMatch	HP:0000103	Polyuria (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001764	abnormal homeostasis (MPO)	skos:exactMatch	HP:0012337	Abnormal homeostasis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001785	edema (MPO)	skos:exactMatch	HP:0000969	Edema (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001788	periorbital edema (MPO)	skos:exactMatch	HP:0100539	Periorbital edema (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001805	decreased IgG level (MPO)	skos:exactMatch	HP:0004313	Decreased circulating antibody level (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001805	decreased IgG level (MPO)	skos:exactMatch	HP:0004315	Decreased circulating IgG level (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001805	decreased IgG level (MPO)	skos:exactMatch	MP:0002460	decreased immunoglobulin level (MPO)	semapv:LexicalMatching	obo:mp	obo:mp
MP:0001806	decreased IgM level (MPO)	skos:exactMatch	HP:0002850	Decreased circulating total IgM (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001823	thymus hypoplasia (MPO)	skos:exactMatch	HP:0000778	Hypoplasia of the thymus (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001828	abnormal T cell activation (MPO)	skos:exactMatch	HP:0410035	Abnormal T cell activation (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001845	abnormal inflammatory response (MPO)	skos:exactMatch	HP:0012647	Abnormal inflammatory response (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001846	increased inflammatory response (MPO)	skos:exactMatch	HP:0012649	Increased inflammatory response (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001847	brain inflammation (MPO)	skos:exactMatch	HP:0002383	Infectious encephalitis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001848	choroid inflammation (MPO)	skos:exactMatch	HP:0012123	Posterior uveitis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001852	conjunctivitis (MPO)	skos:exactMatch	HP:0000509	Conjunctivitis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001856	myocarditis (MPO)	skos:exactMatch	HP:0012819	Myocarditis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001857	pericarditis (MPO)	skos:exactMatch	HP:0001701	Pericarditis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001858	intestinal inflammation (MPO)	skos:exactMatch	HP:4000055	Intestinal inflammation (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001859	kidney inflammation (MPO)	skos:exactMatch	HP:0000123	Nephritis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001860	liver inflammation (MPO)	skos:exactMatch	HP:0012115	Hepatitis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001861	lung inflammation (MPO)	skos:exactMatch	HP:0002090	Pneumonia (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001862	interstitial pneumonia (MPO)	skos:exactMatch	HP:0006515	Interstitial pneumonitis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001866	nasal inflammation (MPO)	skos:exactMatch	HP:0012384	Rhinitis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001867	rhinitis (MPO)	skos:exactMatch	HP:0012384	Rhinitis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001868	ovary inflammation (MPO)	skos:exactMatch	HP:0031259	Oophoritis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
MP:0001869	pancreas inflammation (MPO)	skos:exactMatch	HP:0001733	Pancreatitis (HPO)	semapv:LexicalMatching	obo:mp	obo:hp
